district,year,plan,winner,winner_plan,dem_share
10,1976,MO1,D,X,0.721
1,1978,MO1,D,D,0.680
2,1978,MO1,D,D,0.564
3,1978,MO1,D,D,0.819
4,1978,MO1,D,D,0.728
5,1978,MO1,D,D,0.730
6,1978,MO1,R,X,0.441
7,1978,MO1,R,R,0.388
8,1978,MO1,D,X,0.605
9,1978,MO1,D,D,0.747
10,1978,MO1,D,X,0.653
1,1980,MO1,D,D,0.702
2,1980,MO1,D,D,0.644
3,1980,MO1,D,D,0.776
4,1980,MO1,D,D,0.678
5,1980,MO1,D,D,0.701
6,1980,MO1,R,X,0.294
7,1980,MO1,R,R,0.322
8,1980,MO1,R,X,0.429
9,1980,MO1,D,D,0.565
10,1980,MO1,R,X,0.448
1,1982,MO2,D,D,0.661
2,1982,MO2,D,X,0.565
3,1982,MO2,D,D,0.779
4,1982,MO2,D,D,0.548
5,1982,MO2,D,D,0.590
6,1982,MO2,R,R,0.447
7,1982,MO2,R,R,0.495
8,1982,MO2,R,R,0.469
9,1982,MO2,D,D,0.608
1,1984,MO2,D,D,0.683
2,1984,MO2,D,X,0.521
3,1984,MO2,D,D,
4,1984,MO2,D,D,0.669
5,1984,MO2,D,D,0.675
6,1984,MO2,R,R,0.352
7,1984,MO2,R,R,0.304
8,1984,MO2,R,R,0.346
9,1984,MO2,D,D,0.529
1,1986,MO2,D,D,0.661
2,1986,MO2,R,X,0.481
3,1986,MO2,D,D,0.690
4,1986,MO2,D,D,
5,1986,MO2,D,D,0.720
6,1986,MO2,R,R,0.433
7,1986,MO2,R,R,0.330
8,1986,MO2,R,R,0.475
9,1986,MO2,D,D,0.575
1,1988,MO2,D,D,0.726
2,1988,MO2,R,X,0.330
3,1988,MO2,D,D,0.634
4,1988,MO2,D,D,0.718
5,1988,MO2,D,D,0.712
6,1988,MO2,R,R,0.407
7,1988,MO2,R,R,0.465
8,1988,MO2,R,R,0.419
9,1988,MO2,D,D,0.679
1,1990,MO2,D,D,0.609
2,1990,MO2,D,X,0.500
3,1990,MO2,D,D,0.568
4,1990,MO2,D,D,0.618
5,1990,MO2,D,D,0.621
6,1990,MO2,R,R,0.481
7,1990,MO2,R,R,0.479
8,1990,MO2,R,R,0.427
9,1990,MO2,D,D,0.575
1,1992,MO3,D,D,0.681
2,1992,MO3,R,R,0.486
3,1992,MO3,D,D,0.659
4,1992,MO3,D,D,0.704
5,1992,MO3,D,D,0.617
6,1992,MO3,D,X,0.554
7,1992,MO3,R,R,0.384
8,1992,MO3,R,R,0.370
9,1992,MO3,D,X,0.512
1,1994,MO3,D,D,0.659
2,1994,MO3,R,R,0.313
3,1994,MO3,D,D,0.592
4,1994,MO3,D,D,0.678
5,1994,MO3,D,D,0.566
6,1994,MO3,D,X,0.661
7,1994,MO3,R,R,0.410
8,1994,MO3,R,R,0.275
9,1994,MO3,D,X,0.528
1,1996,MO3,D,D,0.717
2,1996,MO3,R,R,0.377
3,1996,MO3,D,D,0.604
4,1996,MO3,D,D,0.653
5,1996,MO3,D,D,0.700
6,1996,MO3,D,X,0.701
7,1996,MO3,R,R,0.328
8,1996,MO3,R,R,0.780
9,1996,MO3,R,X,0.488
1,1998,MO3,D,D,0.748
2,1998,MO3,R,R,0.288
3,1998,MO3,D,D,0.570
4,1998,MO3,D,D,0.723
5,1998,MO3,D,D,0.680
6,1998,MO3,D,X,0.726
7,1998,MO3,R,R,0.251
8,1998,MO3,R,R,0.363
9,1998,MO3,R,X,0.363
1,2000,MO3,D,D,0.777
2,2000,MO3,R,R,0.434
3,2000,MO3,D,D,0.593
4,2000,MO3,D,D,0.682
5,2000,MO3,D,D,0.706
6,2000,MO3,R,X,0.479
7,2000,MO3,R,R,0.245
8,2000,MO3,R,R,0.295
9,2000,MO3,R,X,0.393
1,2002,MO4,D,D,0.721
2,2002,MO4,R,R,0.316
3,2002,MO4,D,D,0.603
4,2002,MO4,D,X,0.688
5,2002,MO4,D,D,0.671
6,2002,MO4,R,R,0.358
7,2002,MO4,R,R,0.235
8,2002,MO4,R,R,0.273
9,2002,MO4,R,R,0.295
1,2004,MO4,D,D,0.767
2,2004,MO4,R,R,0.335
3,2004,MO4,D,D,0.539
4,2004,MO4,D,X,0.672
5,2004,MO4,D,D,0.567
6,2004,MO4,R,R,0.353
7,2004,MO4,R,R,0.287
8,2004,MO4,R,R,0.269
9,2004,MO4,R,R,0.344
1,2006,MO4,D,D,0.747
2,2006,MO4,R,R,0.374
3,2006,MO4,D,D,0.674
4,2006,MO4,D,X,0.697
5,2006,MO4,D,D,0.665
6,2006,MO4,R,R,0.367
7,2006,MO4,R,R,0.311
8,2006,MO4,R,R,0.269
9,2006,MO4,R,R,0.369
1,2008,MO4,D,D,0.783
2,2008,MO4,R,R,0.362
3,2008,MO4,D,D,0.686
4,2008,MO4,D,X,0.659
5,2008,MO4,D,D,0.644
6,2008,MO4,R,R,0.383
7,2008,MO4,R,R,0.294
8,2008,MO4,R,R,0.268
9,2008,MO4,R,R,0.487
1,2010,MO4,D,D,0.757
2,2010,MO4,R,R,0.300
3,2010,MO4,D,D,0.512
4,2010,MO4,R,X,0.472
5,2010,MO4,D,D,0.547
6,2010,MO4,R,R,0.305
7,2010,MO4,R,R,0.324
8,2010,MO4,R,R,0.305
9,2010,MO4,R,R,0.350
1,2012,MO5,D,D,0.815
2,2012,MO5,R,R,0.382
3,2012,MO5,R,R,0.341
4,2012,MO5,R,R,0.370
5,2012,MO5,D,D,0.621
6,2012,MO5,R,R,0.333
7,2012,MO5,R,R,0.326
8,2012,MO5,R,R,0.254
1,2014,MO5,D,D,0.772
2,2014,MO5,R,R,0.337
3,2014,MO5,R,R,0.284
4,2014,MO5,R,R,0.279
5,2014,MO5,D,D,0.534
6,2014,MO5,R,R,0.307
7,2014,MO5,R,R,0.312
8,2014,MO5,R,R,0.267
1,2016,MO5,D,D,0.791
2,2016,MO5,R,R,0.392
3,2016,MO5,R,R,0.292
4,2016,MO5,R,R,0.291
5,2016,MO5,D,D,0.606
6,2016,MO5,R,R,0.295
7,2016,MO5,R,R,0.289
8,2016,MO5,R,R,0.234
1,2018,MO5,D,D,0.827
2,2018,MO5,R,R,0.480
3,2018,MO5,R,R,0.335
4,2018,MO5,R,R,0.335
5,2018,MO5,D,D,0.634
6,2018,MO5,R,R,0.328
7,2018,MO5,R,R,0.312
8,2018,MO5,R,R,0.254
1,2020,MO5,D,D,0.806
2,2020,MO5,R,R,0.467
3,2020,MO5,R,R,0.291
4,2020,MO5,R,R,0.305
5,2020,MO5,D,D,0.604
6,2020,MO5,R,R,0.315
7,2020,MO5,R,R,0.278
8,2020,MO5,R,R,0.218
1,1972,NC1,D,D,0.688
2,1972,NC1,D,D,0.716
3,1972,NC1,D,D,
4,1972,NC1,D,D,0.503
5,1972,NC1,R,X,0.352
6,1972,NC1,D,X,0.609
7,1972,NC1,D,D,0.610
8,1972,NC1,R,X,0.398
9,1972,NC1,R,R,0.411
10,1972,NC1,R,R,0.275
11,1972,NC1,D,X,0.596
1,1974,NC1,D,D,0.775
2,1974,NC1,D,D,
3,1974,NC1,D,D,
4,1974,NC1,D,D,0.651
5,1974,NC1,D,X,0.522
6,1974,NC1,D,X,0.639
7,1974,NC1,D,D,
8,1974,NC1,D,X,0.570
9,1974,NC1,R,R,0.448
10,1974,NC1,R,R,0.456
11,1974,NC1,D,X,0.660
1,1976,NC1,D,D,0.771
2,1976,NC1,D,D,
3,1976,NC1,D,D,0.687
4,1976,NC1,D,D,0.606
5,1976,NC1,D,X,0.543
6,1976,NC1,D,X,0.674
7,1976,NC1,D,D,0.813
8,1976,NC1,D,X,0.669
9,1976,NC1,R,R,0.463
10,1976,NC1,R,R,0.402
11,1976,NC1,D,X,0.514
1,1978,NC1,D,D,0.801
2,1978,NC1,D,D,0.795
3,1978,NC1,D,D,0.711
4,1978,NC1,D,D,0.588
5,1978,NC1,D,X,0.542
6,1978,NC1,D,X,0.684
7,1978,NC1,D,D,0.699
8,1978,NC1,D,X,0.590
9,1978,NC1,R,R,0.310
10,1978,NC1,R,R,
11,1978,NC1,D,X,0.534
1,1980,NC1,D,D,
2,1980,NC1,D,D,0.734
3,1980,NC1,D,D,0.683
4,1980,NC1,D,D,0.534
5,1980,NC1,D,X,0.511
6,1980,NC1,R,X,0.489
7,1980,NC1,D,D,0.673
8,1980,NC1,D,X,0.585
9,1980,NC1,R,R,0.414
10,1980,NC1,R,R,0.303
11,1980,NC1,R,X,0.465
1,1982,NC2,D,D,0.821
2,1982,NC2,D,D,0.635
3,1982,NC2,D,D,0.638
4,1982,NC2,D,X,0.520
5,1982,NC2,D,D,0.606
6,1982,NC2,D,X,0.541
7,1982,NC2,D,D,0.717
8,1982,NC2,D,D,0.578
9,1982,NC2,R,R,0.424
10,1982,NC2,R,R,0.432
11,1982,NC2,D,X,0.504
1,1984,NC2,D,D,0.671
2,1984,NC2,D,D,0.677
3,1984,NC2,D,D,0.641
4,1984,NC2,R,X,0.494
5,1984,NC2,D,D,0.507
6,1984,NC2,R,X,0.493
7,1984,NC2,D,D,0.592
8,1984,NC2,D,D,0.509
9,1984,NC2,R,R,0.499
10,1984,NC2,R,R,0.266
11,1984,NC2,R,X,0.490
1,1986,NC2,D,D,0.695
2,1986,NC2,D,D,0.746
3,1986,NC2,D,D,0.645
4,1986,NC2,D,X,0.557
5,1986,NC2,D,D,0.541
6,1986,NC2,R,X,0.500
7,1986,NC2,D,D,0.642
8,1986,NC2,D,D,0.579
9,1986,NC2,R,R,0.487
10,1986,NC2,R,R,0.425
11,1986,NC2,D,X,0.507
1,1988,NC2,D,D,0.652
2,1988,NC2,D,D,
3,1988,NC2,D,D,
4,1988,NC2,D,X,0.580
5,1988,NC2,D,D,0.526
6,1988,NC2,R,X,0.375
7,1988,NC2,D,D,0.673
8,1988,NC2,D,D,0.515
9,1988,NC2,R,R,0.341
10,1988,NC2,R,R,0.390
11,1988,NC2,D,X,0.504
1,1990,NC2,D,D,0.648
2,1990,NC2,D,D,0.747
3,1990,NC2,D,D,0.593
4,1990,NC2,D,X,0.581
5,1990,NC2,D,D,0.591
6,1990,NC2,R,X,0.334
7,1990,NC2,D,D,0.656
8,1990,NC2,D,D,0.550
9,1990,NC2,R,R,0.380
10,1990,NC2,R,R,0.382
11,1990,NC2,R,X,0.493
1,1992,NC3,D,D,0.681
2,1992,NC3,D,X,0.548
3,1992,NC3,D,X,0.557
4,1992,NC3,D,X,0.657
5,1992,NC3,D,X,0.536
6,1992,NC3,R,R,0.292
7,1992,NC3,D,D,0.581
8,1992,NC3,D,D,0.612
9,1992,NC3,R,R,0.327
10,1992,NC3,R,R,0.347
11,1992,NC3,R,R,0.453
12,1992,NC3,D,D,0.720
1,1994,NC3,D,D,0.611
2,1994,NC3,R,X,0.440
3,1994,NC3,R,X,0.473
4,1994,NC3,R,X,0.496
5,1994,NC3,R,X,0.427
6,1994,NC3,R,R,
7,1994,NC3,D,D,0.516
8,1994,NC3,D,D,0.524
9,1994,NC3,R,R,0.350
10,1994,NC3,R,R,0.285
11,1994,NC3,R,R,0.399
12,1994,NC3,D,D,0.658
1,1996,NC3,D,D,0.665
2,1996,NC3,D,X,0.535
3,1996,NC3,R,X,0.368
4,1996,NC3,D,X,0.554
5,1996,NC3,R,X,0.363
6,1996,NC3,R,R,0.257
7,1996,NC3,D,D,0.536
8,1996,NC3,D,D,0.558
9,1996,NC3,R,R,0.360
10,1996,NC3,R,R,0.291
11,1996,NC3,R,R,0.407
12,1996,NC3,D,D,0.728
1,1998,NC3.1,D,D,0.627
2,1998,NC3.1,D,D,0.579
3,1998,NC3.1,R,R,0.375
4,1998,NC3.1,D,D,0.580
5,1998,NC3.1,R,R,0.319
6,1998,NC3.1,R,R,0.293
7,1998,NC3.1,D,D,0.634
8,1998,NC3.1,R,R,0.487
9,1998,NC3.1,R,R,0.299
10,1998,NC3.1,R,R,0.299
11,1998,NC3.1,R,R,0.427
12,1998,NC3.1,D,D,0.570
1,2000,NC3.2,D,D,0.666
2,2000,NC3.2,D,D,0.588
3,2000,NC3.2,R,R,0.378
4,2000,NC3.2,D,D,0.627
5,2000,NC3.2,R,R,0.306
6,2000,NC3.2,R,R,0.269
7,2000,NC3.2,D,D,0.707
8,2000,NC3.2,R,R,0.444
9,2000,NC3.2,R,R,0.305
10,2000,NC3.2,R,R,0.302
11,2000,NC3.2,R,R,0.433
12,2000,NC3.2,D,D,0.661
1,2002,NC4,D,D,0.647
2,2002,NC4,D,X,0.663
3,2002,NC4,R,R,0.293
4,2002,NC4,D,D,0.629
5,2002,NC4,R,R,0.298
6,2002,NC4,R,R,0.277
7,2002,NC4,D,D,0.722
8,2002,NC4,R,X,0.454
9,2002,NC4,R,R,0.263
10,2002,NC4,R,R,0.390
11,2002,NC4,R,X,0.435
12,2002,NC4,D,D,0.666
13,2002,NC4,D,D,0.563
1,2004,NC4,D,D,0.640
2,2004,NC4,D,X,0.623
3,2004,NC4,R,R,0.293
4,2004,NC4,D,D,0.641
5,2004,NC4,R,R,0.412
6,2004,NC4,R,R,0.269
7,2004,NC4,D,D,0.732
8,2004,NC4,R,X,0.445
9,2004,NC4,R,R,0.298
10,2004,NC4,R,R,0.359
11,2004,NC4,R,X,0.451
12,2004,NC4,D,D,0.668
13,2004,NC4,D,D,0.588
1,2006,NC4,D,D,
2,2006,NC4,D,X,0.665
3,2006,NC4,R,R,0.314
4,2006,NC4,D,D,0.650
5,2006,NC4,R,R,0.428
6,2006,NC4,R,R,0.292
7,2006,NC4,D,D,0.728
8,2006,NC4,R,X,0.499
9,2006,NC4,R,R,0.335
10,2006,NC4,R,R,0.382
11,2006,NC4,D,X,0.538
12,2006,NC4,D,D,0.670
13,2006,NC4,D,D,0.637
1,2008,NC4,D,D,0.703
2,2008,NC4,D,X,0.682
3,2008,NC4,R,R,0.341
4,2008,NC4,D,D,0.633
5,2008,NC4,R,R,0.416
6,2008,NC4,R,R,0.330
7,2008,NC4,D,D,0.688
8,2008,NC4,D,X,0.554
9,2008,NC4,R,R,0.365
10,2008,NC4,R,R,0.424
11,2008,NC4,D,X,0.634
12,2008,NC4,D,D,0.716
13,2008,NC4,D,D,0.659
1,2010,NC4,D,D,0.593
2,2010,NC4,R,X,0.496
3,2010,NC4,R,R,0.264
4,2010,NC4,D,D,0.572
5,2010,NC4,R,R,0.341
6,2010,NC4,R,R,0.248
7,2010,NC4,D,D,0.537
8,2010,NC4,D,X,0.548
9,2010,NC4,R,R,0.310
10,2010,NC4,R,R,0.288
11,2010,NC4,D,X,0.543
12,2010,NC4,D,D,0.652
13,2010,NC4,D,D,0.555
1,2012,NC5,D,D,0.767
2,2012,NC5,R,R,0.426
3,2012,NC5,R,R,0.369
4,2012,NC5,D,D,0.745
5,2012,NC5,R,R,0.425
6,2012,NC5,R,R,0.391
7,2012,NC5,D,X,0.501
8,2012,NC5,R,R,0.460
9,2012,NC5,R,R,0.469
10,2012,NC5,R,R,0.430
11,2012,NC5,R,R,0.426
12,2012,NC5,D,D,0.796
13,2012,NC5,R,R,0.432
1,2014,NC5,D,D,0.734
2,2014,NC5,R,R,0.412
3,2014,NC5,R,R,0.322
4,2014,NC5,D,D,0.747
5,2014,NC5,R,R,0.390
6,2014,NC5,R,R,0.413
7,2014,NC5,R,X,0.385
8,2014,NC5,R,R,0.351
9,2014,NC5,R,R,0.395
10,2014,NC5,R,R,0.390
11,2014,NC5,R,R,0.371
12,2014,NC5,D,D,0.753
13,2014,NC5,R,R,0.427
1,2016,NC5.1,D,D,0.703
2,2016,NC5.1,R,R,0.433
3,2016,NC5.1,R,R,0.328
4,2016,NC5.1,D,D,0.682
5,2016,NC5.1,R,R,0.416
6,2016,NC5.1,R,R,0.408
7,2016,NC5.1,R,R,0.391
8,2016,NC5.1,R,R,0.412
9,2016,NC5.1,R,R,0.418
10,2016,NC5.1,R,R,0.369
11,2016,NC5.1,R,R,0.359
12,2016,NC5.1,D,D,0.670
13,2016,NC5.1,R,R,0.439
1,2018,NC5.1,D,D,0.698
2,2018,NC5.1,R,R,0.472
3,2018,NC5.1,R,R,
4,2018,NC5.1,D,D,0.751
5,2018,NC5.1,R,R,0.430
6,2018,NC5.1,R,R,0.435
7,2018,NC5.1,R,R,0.435
8,2018,NC5.1,R,R,0.447
9,2018,NC5.1,R,R,
10,2018,NC5.1,R,R,0.407
11,2018,NC5.1,R,R,0.396
12,2018,NC5.1,D,D,0.731
13,2018,NC5.1,R,R,0.469
1,2020,NC5.2,D,D,0.542
2,2020,NC5.2,D,D,0.644
3,2020,NC5.2,R,R,0.366
4,2020,NC5.2,D,D,0.673
5,2020,NC5.2,R,R,0.317
6,2020,NC5.2,D,D,0.623
7,2020,NC5.2,R,R,0.397
8,2020,NC5.2,R,R,0.467
9,2020,NC5.2,R,R,0.444
10,2020,NC5.2,R,R,0.311
11,2020,NC5.2,R,R,0.437
12,2020,NC5.2,D,D,0.719
13,2020,NC5.2,R,R,0.318
1,1972,NJ1,R,X,0.473
2,1972,NJ1,R,X,0.343
3,1972,NJ1,D,D,0.530
4,1972,NJ1,D,X,0.580
5,1972,NJ1,R,R,0.380
6,1972,NJ1,R,R,0.365
7,1972,NJ1,R,X,0.408
8,1972,NJ1,D,D,0.631
9,1972,NJ1,D,X,0.558
10,1972,NJ1,D,D,0.797
11,1972,NJ1,D,D,0.592
12,1972,NJ1,R,R,0.363
13,1972,NJ1,R,X,0.435
14,1972,NJ1,D,D,0.641
15,1972,NJ1,D,D,0.523
1,1974,NJ1,D,X,0.599
2,1974,NJ1,D,X,0.581
3,1974,NJ1,D,D,0.698
4,1974,NJ1,D,X,0.668
5,1974,NJ1,R,R,0.449
6,1974,NJ1,R,R,0.464
7,1974,NJ1,D,X,0.528
8,1974,NJ1,D,D,0.750
9,1974,NJ1,D,X,0.662
10,1974,NJ1,D,D,0.842
11,1974,NJ1,D,D,0.702
12,1974,NJ1,R,R,0.667
13,1974,NJ1,D,X,0.573
14,1974,NJ1,D,D,0.832
15,1974,NJ1,D,D,0.721
1,1976,NJ1,D,X,0.708
2,1976,NJ1,D,X,0.617
3,1976,NJ1,D,D,0.626
4,1976,NJ1,D,X,0.674
5,1976,NJ1,R,R,0.319
6,1976,NJ1,R,R,0.403
7,1976,NJ1,D,X,0.565
8,1976,NJ1,D,D,0.709
9,1976,NJ1,R,X,0.455
10,1976,NJ1,D,D,0.837
11,1976,NJ1,D,D,0.685
12,1976,NJ1,R,R,0.264
13,1976,NJ1,D,X,0.513
14,1976,NJ1,D,D,0.525
15,1976,NJ1,D,D,0.661
1,1978,NJ1,D,X,0.798
2,1978,NJ1,D,X,0.664
3,1978,NJ1,D,D,0.563
4,1978,NJ1,D,X,0.623
5,1978,NJ1,R,R,0.274
6,1978,NJ1,R,R,0.389
7,1978,NJ1,D,X,0.530
8,1978,NJ1,D,D,0.745
9,1978,NJ1,R,X,0.436
10,1978,NJ1,D,D,0.872
11,1978,NJ1,D,D,0.712
12,1978,NJ1,R,R,0.266
13,1978,NJ1,R,X,0.482
14,1978,NJ1,D,D,0.758
15,1978,NJ1,D,D,0.513
1,1980,NJ1,D,X,0.778
2,1980,NJ1,D,X,0.583
3,1980,NJ1,D,D,0.505
4,1980,NJ1,R,X,0.418
5,1980,NJ1,R,R,0.209
6,1980,NJ1,R,R,0.423
7,1980,NJ1,R,X,0.478
8,1980,NJ1,D,D,0.682
9,1980,NJ1,R,X,0.393
10,1980,NJ1,D,D,0.866
11,1980,NJ1,D,D,0.648
12,1980,NJ1,R,R,0.213
13,1980,NJ1,R,X,0.269
14,1980,NJ1,D,D,0.656
15,1980,NJ1,D,D,0.549
1,1982,NJ2,D,D,0.737
2,1982,NJ2,D,D,0.686
3,1982,NJ2,D,D,0.632
4,1982,NJ2,R,R,0.469
5,1982,NJ2,R,R,0.339
6,1982,NJ2,D,D,0.685
7,1982,NJ2,R,R,0.436
8,1982,NJ2,D,D,0.712
9,1982,NJ2,D,D,0.535
10,1982,NJ2,D,D,0.841
11,1982,NJ2,D,D,0.649
12,1982,NJ2,R,R,0.326
13,1982,NJ2,R,R,0.397
14,1982,NJ2,D,D,0.769
1,1984,NJ2.1,D,D,0.721
2,1984,NJ2.1,D,D,0.632
3,1984,NJ2.1,D,D,0.538
4,1984,NJ2.1,R,R,0.387
5,1984,NJ2.1,R,R,0.288
6,1984,NJ2.1,D,D,0.566
7,1984,NJ2.1,R,R,0.255
8,1984,NJ2.1,D,D,0.629
9,1984,NJ2.1,D,D,0.626
10,1984,NJ2.1,D,D,0.837
11,1984,NJ2.1,R,R,0.442
12,1984,NJ2.1,R,R,0.346
13,1984,NJ2.1,R,R,0.388
14,1984,NJ2.1,D,D,0.664
1,1986,NJ2.1,D,D,0.762
2,1986,NJ2.1,D,D,0.704
3,1986,NJ2.1,D,D,0.587
4,1986,NJ2.1,R,R,0.385
5,1986,NJ2.1,R,R,0.254
6,1986,NJ2.1,D,D,0.705
7,1986,NJ2.1,R,R,0.210
8,1986,NJ2.1,D,D,0.628
9,1986,NJ2.1,D,D,0.690
10,1986,NJ2.1,D,D,0.877
11,1986,NJ2.1,R,R,0.320
12,1986,NJ2.1,R,R,0.365
13,1986,NJ2.1,R,R,0.346
14,1986,NJ2.1,D,D,0.726
1,1988,NJ2.1,D,D,0.703
2,1988,NJ2.1,D,D,0.665
3,1988,NJ2.1,D,D,0.521
4,1988,NJ2.1,R,R,0.337
5,1988,NJ2.1,R,R,0.238
6,1988,NJ2.1,D,D,0.616
7,1988,NJ2.1,R,R,0.254
8,1988,NJ2.1,D,D,
9,1988,NJ2.1,D,D,0.675
10,1988,NJ2.1,D,D,0.859
11,1988,NJ2.1,R,R,0.295
12,1988,NJ2.1,R,R,0.301
13,1988,NJ2.1,R,R,0.305
14,1988,NJ2.1,D,D,0.687
1,1990,NJ2.1,D,D,0.560
2,1990,NJ2.1,D,D,0.623
3,1990,NJ2.1,D,D,0.514
4,1990,NJ2.1,R,R,0.353
5,1990,NJ2.1,R,R,0.229
6,1990,NJ2.1,D,D,0.523
7,1990,NJ2.1,R,R,0.237
8,1990,NJ2.1,D,D,0.617
9,1990,NJ2.1,D,D,0.581
10,1990,NJ2.1,D,D,0.824
11,1990,NJ2.1,R,R,0.334
12,1990,NJ2.1,R,R,0.327
13,1990,NJ2.1,R,R,0.404
14,1990,NJ2.1,D,D,0.693
1,1992,NJ3,D,D,0.702
2,1992,NJ3,D,X,0.574
3,1992,NJ3,R,R,0.383
4,1992,NJ3,R,R,0.362
5,1992,NJ3,R,R,0.256
6,1992,NJ3,D,D,0.539
7,1992,NJ3,R,R,0.444
8,1992,NJ3,D,X,0.533
9,1992,NJ3,D,D,0.612
10,1992,NJ3,D,D,0.795
11,1992,NJ3,R,R,0.268
12,1992,NJ3,R,X,0.323
13,1992,NJ3,D,D,0.678
1,1994,NJ3,D,D,0.723
2,1994,NJ3,R,X,0.354
3,1994,NJ3,R,R,0.320
4,1994,NJ3,R,R,0.311
5,1994,NJ3,R,R,0.228
6,1994,NJ3,D,D,0.617
7,1994,NJ3,R,R,0.394
8,1994,NJ3,R,X,0.493
9,1994,NJ3,D,D,0.634
10,1994,NJ3,D,D,0.776
11,1994,NJ3,R,R,0.282
12,1994,NJ3,R,X,0.308
13,1994,NJ3,D,D,0.738
1,1996,NJ3,D,D,0.784
2,1996,NJ3,R,X,0.387
3,1996,NJ3,R,R,0.341
4,1996,NJ3,R,R,0.346
5,1996,NJ3,R,R,0.258
6,1996,NJ3,D,D,0.629
7,1996,NJ3,R,R,0.430
8,1996,NJ3,D,X,0.516
9,1996,NJ3,D,D,0.569
10,1996,NJ3,D,D,0.852
11,1996,NJ3,R,R,0.318
12,1996,NJ3,R,X,0.480
13,1996,NJ3,D,D,0.820
1,1998,NJ3,D,D,0.764
2,1998,NJ3,R,X,0.318
3,1998,NJ3,R,R,0.362
4,1998,NJ3,R,R,0.360
5,1998,NJ3,R,R,0.343
6,1998,NJ3,D,D,0.586
7,1998,NJ3,R,R,0.458
8,1998,NJ3,D,X,0.637
9,1998,NJ3,D,D,0.656
10,1998,NJ3,D,D,0.885
11,1998,NJ3,R,R,0.304
12,1998,NJ3,D,X,0.515
13,1998,NJ3,D,D,0.828
1,2000,NJ3,D,D,0.783
2,2000,NJ3,R,X,0.325
3,2000,NJ3,R,R,0.418
4,2000,NJ3,R,R,0.357
5,2000,NJ3,R,R,0.318
6,2000,NJ3,D,D,0.694
7,2000,NJ3,R,R,0.469
8,2000,NJ3,D,X,0.689
9,2000,NJ3,D,D,0.694
10,2000,NJ3,D,D,0.878
11,2000,NJ3,R,R,0.303
12,2000,NJ3,D,X,0.501
13,2000,NJ3,D,D,0.809
1,2002,NJ4,D,D,0.703
2,2002,NJ4,R,R,0.290
3,2002,NJ4,R,X,0.343
4,2002,NJ4,R,R,0.327
5,2002,NJ4,R,R,0.392
6,2002,NJ4,D,D,0.683
7,2002,NJ4,R,R,0.414
8,2002,NJ4,D,D,0.686
9,2002,NJ4,D,D,0.698
10,2002,NJ4,D,D,0.845
11,2002,NJ4,R,R,0.267
12,2002,NJ4,D,D,0.625
13,2002,NJ4,D,D,0.812
1,2004,NJ4,D,D,0.753
2,2004,NJ4,R,R,0.334
3,2004,NJ4,R,X,0.353
4,2004,NJ4,R,R,0.325
5,2004,NJ4,R,R,0.417
6,2004,NJ4,D,D,0.685
7,2004,NJ4,R,R,0.423
8,2004,NJ4,D,D,0.708
9,2004,NJ4,D,D,0.681
10,2004,NJ4,D,D,0.861
11,2004,NJ4,R,R,0.314
12,2004,NJ4,D,D,0.599
13,2004,NJ4,D,D,0.774
1,2006,NJ4,D,D,
2,2006,NJ4,R,R,0.366
3,2006,NJ4,R,X,0.413
4,2006,NJ4,R,R,0.336
5,2006,NJ4,R,R,0.444
6,2006,NJ4,D,D,0.694
7,2006,NJ4,R,R,0.492
8,2006,NJ4,D,D,0.714
9,2006,NJ4,D,D,0.721
10,2006,NJ4,D,D,
11,2006,NJ4,R,R,0.371
12,2006,NJ4,D,D,0.657
13,2006,NJ4,D,D,0.800
1,2008,NJ4,D,D,0.736
2,2008,NJ4,R,R,0.398
3,2008,NJ4,D,X,0.521
4,2008,NJ4,R,R,0.330
5,2008,NJ4,R,R,0.431
6,2008,NJ4,D,D,0.679
7,2008,NJ4,R,R,0.457
8,2008,NJ4,D,D,0.716
9,2008,NJ4,D,D,0.685
10,2008,NJ4,D,D,0.885
11,2008,NJ4,R,R,0.374
12,2008,NJ4,D,D,0.641
13,2008,NJ4,D,D,0.776
1,2010,NJ4,D,D,0.645
2,2010,NJ4,R,R,0.321
3,2010,NJ4,R,X,0.486
4,2010,NJ4,R,R,0.287
5,2010,NJ4,R,R,0.336
6,2010,NJ4,D,D,0.556
7,2010,NJ4,R,R,0.406
8,2010,NJ4,D,D,0.634
9,2010,NJ4,D,D,0.616
10,2010,NJ4,D,D,0.869
11,2010,NJ4,R,R,0.312
12,2010,NJ4,D,D,0.536
13,2010,NJ4,D,D,0.763
1,2012,NJ5,D,D,0.695
2,2012,NJ5,R,X,0.411
3,2012,NJ5,R,X,0.455
4,2012,NJ5,R,R,0.356
5,2012,NJ5,R,X,0.437
6,2012,NJ5,D,D,0.643
7,2012,NJ5,R,X,0.412
8,2012,NJ5,D,D,0.805
9,2012,NJ5,D,D,0.747
10,2012,NJ5,D,D,0.892
11,2012,NJ5,R,X,0.405
12,2012,NJ5,D,D,0.701
1,2014,NJ5,D,D,0.593
2,2014,NJ5,R,X,0.378
3,2014,NJ5,R,X,0.451
4,2014,NJ5,R,R,0.333
5,2014,NJ5,R,X,0.439
6,2014,NJ5,D,D,0.606
7,2014,NJ5,R,X,0.396
8,2014,NJ5,D,D,0.802
9,2014,NJ5,D,D,0.695
10,2014,NJ5,D,D,0.871
